TaxonID,Scientific Name,Scientific_name_database,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,Nocturnal,BodyMass-Value
6001911,Hylocharis cyanus,Hylocharis cyanus,White-chinned Sapphire,10,0,0,0,0,0,0,90,0,0,0,0,10,30,30,30,0,0,3.3
6001913,Hylocharis chrysura,Hylocharis chrysura,Gilded Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,20,40,30,10,0,4.5
6001915,Chrysuronia oenone,Chrysuronia oenone,Golden-tailed Sapphire,10,0,0,0,0,0,0,90,0,0,0,0,0,50,50,0,0,0,5.04
6001930,Amazilia chionogaster,Amazilia chionogaster,White-bellied Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,50,50,0,0,0,5.04
6001932,Amazilia brevirostris,Amazilia brevirostris,White-chested Emerald,10,0,0,0,0,0,0,90,0,0,0,0,0,30,40,30,0,0,4.3
6001933,Amazilia versicolor,Amazilia versicolor,Versicoloured Emerald,10,0,0,0,0,0,0,90,0,0,0,0,0,30,40,30,0,0,4.1
6001935,Amazilia fimbriata,Amazilia fimbriata,Glittering-throated Emerald,10,0,0,0,0,0,0,90,0,0,0,0,0,80,20,0,0,0,4.9
6001937,Amazilia lactea,Amazilia lactea,Sapphire-spangled Emerald,10,0,0,0,0,0,0,90,0,0,0,0,0,30,30,30,10,0,4.6
6001938,Amazilia amabilis,Amazilia amabilis,Blue-chested Hummingbird,0,0,0,0,0,0,0,100,0,0,0,0,0,70,20,10,0,0,4.3
6001939,Amazilia decora,Amazilia decora,Charming Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,40,50,10,0,0,4.6
6001942,Amazilia franciae,Amazilia franciae,Andean Emerald,10,0,0,0,0,0,0,90,0,0,0,0,0,10,80,10,0,0,5
6001951,Amazilia edward,Amazilia edward,Snowy-breasted Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,10,20,70,0,0,0,4.7
6001952,Amazilia rutila,Amazilia rutila,Cinnamon Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,20,70,10,0,0,5.24
6001956,Amazilia amazilia,Amazilia amazilia,Amazilia Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,4.3
6001963,Elvira chionura,Elvira chionura,White-tailed Emerald,10,0,0,0,0,0,0,90,0,0,0,0,0,0,50,50,0,0,3
6001965,Microchera albocoronata,Microchera albocoronata,Snowcap,10,0,0,0,0,0,0,90,0,0,0,0,0,30,30,40,0,0,2.7
6001967,Chalybura urochrysia,Chalybura urochrysia,Bronze-tailed Plumeleteer,10,0,0,0,0,0,0,90,0,0,0,0,0,30,40,10,20,0,6.38
6001970,Lampornis amethystinus,Lampornis amethystinus,Amethyst-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,5.2
6001971,Lampornis viridipallens,Lampornis viridipallens,Green-throated Mountain-gem,10,0,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,5.33
6001975,Lamprolaima rhami,Lamprolaima rhami,Garnet-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,30,70,0,0,0,7.8
6001976,Adelomyia melanogenys,Adelomyia melanogenys,Speckled Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,4.93
6001986,Heliodoxa aurescens,Heliodoxa aurescens,Gould's Jewelfront,10,0,0,0,0,0,0,90,0,0,0,0,0,80,10,0,10,0,6.4
6001987,Heliodoxa rubinoides,Heliodoxa rubinoides,Fawn-breasted Brilliant,10,0,0,0,0,0,0,90,0,0,0,0,0,30,50,20,0,0,7.79
6001988,Heliodoxa jacula,Heliodoxa jacula,Green-crowned Brilliant,10,0,0,0,0,0,0,90,0,0,0,0,0,20,40,40,0,0,8.09
6001994,Topaza pella,Topaza pella,Crimson Topaz,10,0,0,0,0,0,0,90,0,0,0,0,0,10,30,40,20,0,12.11
6002000,Urochroa bougueri,Urochroa bougueri,White-tailed Hillstar,10,0,0,0,0,0,0,90,0,0,0,0,0,30,60,10,0,0,11.4
6002006,Lafresnaya lafresnayi,Lafresnaya lafresnayi,Mountain Velvetbreast,10,0,0,0,0,0,0,90,0,0,0,0,0,80,20,0,0,0,5.3
6002009,Coeligena wilsoni,Coeligena wilsoni,Brown Inca,10,0,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,6.7
6002011,Coeligena torquata,Coeligena torquata,Collared Inca,10,0,0,0,0,0,0,90,0,0,0,0,0,60,30,10,0,0,6.72
6002022,Boissonneaua flavescens,Boissonneaua flavescens,Buff-tailed Coronet,10,0,0,0,0,0,0,90,0,0,0,0,0,0,80,20,0,0,8.2
6002028,Heliangelus strophianus,Heliangelus strophianus,Gorgeted Sunangel,10,0,0,0,0,0,0,90,0,0,0,0,0,60,30,10,0,0,5.5
6002044,Haplophaedia lugens,Haplophaedia lugens,Hoary Puffleg,10,0,0,0,0,0,0,90,0,0,0,0,0,80,10,10,0,0,6.9
6002045,Urosticte benjamini,Urosticte benjamini,Purple-bibbed Whitetip,10,0,0,0,0,0,0,90,0,0,0,0,0,40,60,0,0,0,3.9
6002047,Ocreatus underwoodii,Ocreatus underwoodii,Booted Racket-tail,10,0,0,0,0,0,0,90,0,0,0,0,0,20,70,10,0,0,3
6002072,Aglaiocercus coelestis,Aglaiocercus coelestis,Violet-tailed Sylph,10,0,0,0,0,0,0,90,0,0,0,0,0,0,60,30,10,0,5.61
6002076,Schistes geoffroyi,Schistes geoffroyi,Wedge-billed Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,30,60,10,0,0,3.6
6002077,Heliothryx barroti,Heliothryx barroti,Purple-crowned Fairy,10,0,0,0,0,0,0,90,0,0,0,0,0,30,30,30,10,0,5.5
6002078,Heliothryx auritus,Heliothryx auritus,Black-eared Fairy,10,0,0,0,0,0,0,90,0,0,0,0,0,0,50,40,10,0,5.4
6002081,Heliomaster constantii,Heliomaster constantii,Plain-capped Starthroat,10,0,0,0,0,0,0,90,0,0,0,0,0,20,60,10,10,0,7.3
6002082,Heliomaster longirostris,Heliomaster longirostris,Long-billed Starthroat,10,0,0,0,0,0,0,90,0,0,0,0,0,0,30,60,10,0,6.6
6002088,Calliphlox mitchellii,Calliphlox mitchellii,Purple-throated Woodstar,10,0,0,0,0,0,0,90,0,0,0,0,0,0,30,60,10,0,3.1
6002105,Atthis ellioti,Atthis ellioti,Wine-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,0,0,0,50,50,0,0,0,2.9
6002122,Tauraco schuetti,Tauraco schuetti,Black-billed Turaco,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0,0,235
6002126,Tauraco corythaix,Tauraco corythaix,Knysna Turaco,10,0,0,0,0,0,70,0,10,10,0,0,0,0,60,40,0,0,308
6002135,Tauraco porphyreolophus,Tauraco porphyreolophus,Purple-crested Turaco,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0,0,259
6002137,Musophaga rossae,Musophaga rossae,Ross's Turaco,10,0,0,0,0,0,70,0,0,20,0,0,0,0,20,80,0,0,361.42
6002143,Corythaeola cristata,Corythaeola cristata,Great Blue Turaco,10,0,0,0,0,0,60,0,0,30,0,0,0,30,50,20,0,0,964.99
6002166,Otus spilocephalus,Otus spilocephalus,Mountain Scops-owl,80,20,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0,1,67.5
6002173,Otus hartlaubi,Otus hartlaubi,Sao Tome Scops-owl,90,0,10,0,0,0,0,0,0,0,0,0,10,40,40,10,0,1,79
6002186,Otus bakkamoena,Otus bakkamoena,Collared Scops-owl,80,10,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0,1,146.3
6002195,Megascops choliba,Megascops choliba,Tropical Screech-owl,90,0,0,0,10,0,0,0,0,0,0,0,40,50,0,0,10,1,132
6002205,Megascops watsonii,Megascops watsonii,Tawny-bellied Screech-owl,90,0,0,0,10,0,0,0,0,0,0,0,20,50,30,0,0,1,129
6002223,Bubo sumatranus,Bubo sumatranus,Barred Eagle-owl,60,30,10,0,0,0,0,0,0,0,0,0,80,10,10,0,0,1,1525
6002225,Bubo lacteus,Bubo lacteus,Giant Eagle-owl,10,60,20,10,0,0,0,0,0,0,0,20,60,10,10,0,0,1,2114.94
6002244,Strix fulvescens,Strix fulvescens,Fulvous Owl,20,60,20,0,0,0,0,0,0,0,0,0,70,20,10,0,0,1,559.09
6002256,Lophostrix cristata,Lophostrix cristata,Crested Owl,90,0,0,0,10,0,0,0,0,0,0,0,20,30,30,20,0,1,538.66
6002257,Pulsatrix perspicillata,Pulsatrix perspicillata,Spectacled Owl,10,70,20,0,0,0,0,0,0,0,0,0,40,20,20,20,0,1,983.55
6002262,Glaucidium brodiei,Glaucidium brodiei,Collared Owlet,30,40,30,0,0,0,0,0,0,0,0,0,70,10,20,0,0,1,59.39
6002266,Glaucidium jardinii,Glaucidium jardinii,Andean Pygmy-owl,50,50,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,1,66.9
6002268,Glaucidium hardyi,Glaucidium hardyi,Amazonian Pygmy-owl,70,0,0,0,30,0,0,0,0,0,0,0,80,10,10,0,0,1,58.3
6002270,Glaucidium brasilianum,Glaucidium brasilianum,Ferruginous Pygmy-owl,60,20,20,0,0,0,0,0,0,0,0,0,80,10,10,0,0,1,75.1
6002271,Glaucidium peruanum,Glaucidium peruanum,Peruvian Pygmy-owl,50,50,0,0,0,0,0,0,0,0,0,0,10,10,40,40,0,1,62.41
6002276,Glaucidium cuculoides,Glaucidium cuculoides,Asian Barred Owlet,60,20,20,0,0,0,0,0,0,0,0,0,50,20,10,10,10,1,198.16
6002278,Glaucidium radiatum,Glaucidium radiatum,Jungle Owlet,60,20,20,0,0,0,0,0,0,0,0,0,80,10,10,0,0,1,101
6002279,Glaucidium castanonotum,Glaucidium castanonotum,Chestnut-backed Owlet,70,20,10,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,100
6002301,Ninox scutulata,Ninox scutulata,Brown Hawk-owl,60,20,20,0,0,0,0,0,0,0,0,0,30,0,20,20,30,1,191
6002340,Batrachostomus moniliger,Batrachostomus moniliger,Sri Lanka Frogmouth,100,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,1,52.37
6002348,Nyctibius grandis,Nyctibius grandis,Great Potoo,90,10,0,0,0,0,0,0,0,0,0,0,0,10,60,10,20,1,547
6002351,Nyctibius griseus,Nyctibius griseus,Grey Potoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,1,172.04
6002353,Nyctibius leucopterus,Nyctibius leucopterus,White-winged Potoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,1,86.4
6002360,Eurostopodus temminckii,Eurostopodus temminckii,Malaysian Eared-nightjar,100,0,0,0,0,0,0,0,0,0,0,0,0,10,60,10,20,1,95.89
6002367,Chordeiles minor,Chordeiles minor,Common Nighthawk,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,90,1,79.3
6002371,Nyctidromus albicollis,Nyctidromus albicollis,Common Pauraque,100,0,0,0,0,0,0,0,0,0,0,0,40,30,20,0,10,1,57.84
6002395,Caprimulgus nigrescens,Caprimulgus nigrescens,Blackish Nightjar,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,60,1,35.7
6002456,Columba unicincta,Columba unicincta,Afep Pigeon,10,0,0,0,0,0,60,0,30,0,0,0,30,0,30,40,0,0,389.14
6002458,Columba thomensis,Columba thomensis,Maroon Pigeon,0,0,0,0,0,0,100,0,0,0,0,0,10,30,30,30,0,0,428.66
6002465,Columba torringtoniae,Columba torringtoniae,Sri Lanka Wood-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,30,50,20,0,0,308.46
6002470,Columba vitiensis,Columba vitiensis,White-throated Pigeon,10,0,0,0,0,0,40,0,20,30,0,0,10,30,30,30,0,0,353
6002476,Patagioenas speciosa,Patagioenas speciosa,Scaled Pigeon,0,0,0,0,0,0,100,0,0,0,0,0,30,20,30,20,0,0,258.47
6002481,Patagioenas fasciata,Patagioenas fasciata,Band-tailed Pigeon,0,0,0,0,0,0,0,0,70,30,0,0,0,50,50,0,0,0,366.3
6002484,Patagioenas cayennensis,Patagioenas cayennensis,Pale-vented Pigeon,0,0,0,0,0,0,70,0,30,0,0,0,20,0,40,40,0,0,229
6002485,Patagioenas flavirostris,Patagioenas flavirostris,Red-billed Pigeon,0,0,0,0,0,0,60,0,0,40,0,0,10,30,30,30,0,0,270.81
6002488,Patagioenas plumbea,Patagioenas plumbea,Plumbeous Pigeon,0,0,0,0,0,0,50,0,50,0,0,0,0,0,30,70,0,0,178.77
6002489,Patagioenas subvinacea,Patagioenas subvinacea,Ruddy Pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,50,0,0,162.48
6002490,Patagioenas nigrirostris,Patagioenas nigrirostris,Short-billed Pigeon,20,0,0,0,0,0,80,0,0,0,0,0,33,0,33,33,0,0,176
6002493,Columba malherbii,Columba malherbii,Sao Tome Bronze-naped Pigeon,0,0,0,0,0,0,60,0,30,10,0,0,0,10,80,10,0,0,308.46
6002494,Columba delegorguei,Columba delegorguei,Eastern Bronze-naped Pigeon,10,0,0,0,0,0,70,0,20,0,0,0,20,0,40,40,0,0,133
6002496,Aplopelia larvata,Aplopelia larvata,Lemon Dove,10,0,0,0,0,0,50,0,20,20,0,0,100,0,0,0,0,0,155
6002501,Streptopelia orientalis,Streptopelia orientalis,Oriental Turtle-dove,0,0,0,0,0,0,20,0,40,40,0,0,100,0,0,0,0,0,232.94
6002503,Stigmatopelia chinensis,Stigmatopelia chinensis,Spotted Dove,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,159
6002508,Streptopelia semitorquata,Streptopelia semitorquata,Red-eyed Dove,10,0,0,0,0,0,20,0,40,30,0,0,80,10,10,0,0,0,176
6002523,Reinwardtoena reinwardtsi,Reinwardtoena reinwardtsi,Great Cuckoo-dove,0,0,0,0,0,0,50,0,50,0,0,0,100,0,0,0,0,0,275
6002530,Turtur afer,Turtur afer,Blue-spotted Wood-dove,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0,0,65.6
6002531,Turtur tympanistria,Turtur tympanistria,Tambourine Dove,10,0,0,0,0,0,30,0,60,0,0,0,70,10,10,10,0,0,70.58
6002534,Chalcophaps indica,Chalcophaps indica,Emerald Dove,20,0,0,0,0,0,40,0,40,0,0,0,70,10,10,10,0,0,136.54
6002535,Chalcophaps stephani,Chalcophaps stephani,Stephan's Dove,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,128.98
6002536,Henicophaps albifrons,Henicophaps albifrons,New Guinea Bronzewing,50,0,0,0,0,0,50,0,0,0,0,0,70,10,10,10,0,0,247
6002554,Zenaida macroura,Zenaida macroura,Mourning Dove,0,0,0,0,0,0,0,0,90,10,0,0,60,40,0,0,0,0,118.93
6002560,Columbina inca,Columbina inca,Inca Dove,0,0,0,0,0,0,20,0,80,0,0,0,100,0,0,0,0,0,47.5
6002562,Columbina passerina,Columbina passerina,Common Ground-dove,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,35.36
6002564,Columbina talpacoti,Columbina talpacoti,Ruddy Ground-dove,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0,0,46.04
6002569,Claravis pretiosa,Claravis pretiosa,Blue Ground-dove,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,68.2
6002577,Leptotila verreauxi,Leptotila verreauxi,White-tipped Dove,20,0,0,0,0,0,20,0,60,0,0,0,100,0,0,0,0,0,146.88
6002582,Leptotila rufaxilla,Leptotila rufaxilla,Grey-fronted Dove,10,0,0,0,0,0,10,0,80,0,0,0,100,0,0,0,0,0,157
6002585,Leptotila cassini,Leptotila cassini,Grey-chested Dove,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,159
6002586,Leptotila ochraceiventris,Leptotila ochraceiventris,Ochre-bellied Dove,0,0,0,0,0,0,0,0,100,0,0,0,50,40,10,0,0,0,146
6002593,Geotrygon veraguensis,Geotrygon veraguensis,Olive-backed Quail-dove,30,0,0,0,0,0,30,0,40,0,0,0,60,40,0,0,0,0,155
6002595,Geotrygon chiriquensis,Geotrygon chiriquensis,Rufous-breasted Quail-dove,30,0,0,0,0,0,30,0,40,0,0,0,100,0,0,0,0,0,308
6002598,Geotrygon frenata,Geotrygon frenata,White-throated Quail-dove,30,0,0,0,0,0,20,0,50,0,0,0,100,0,0,0,0,0,307
6002601,Geotrygon violacea,Geotrygon violacea,Violaceous Quail-dove,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,95.2
6002602,Geotrygon montana,Geotrygon montana,Ruddy Quail-dove,20,0,0,0,0,0,30,0,50,0,0,0,100,0,0,0,0,0,133.86
6002632,Treron olax,Treron olax,Little Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,77
6002635,Treron pompadora,Treron pompadora,Pompadour Green-pigeon,10,0,0,0,0,0,90,0,0,0,0,0,20,0,50,30,0,0,234
6002636,Treron curvirostra,Treron curvirostra,Thick-billed Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,134.45
6002637,Treron griseicauda,Treron griseicauda,Grey-cheeked Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,205.65
6002641,Treron capellei,Treron capellei,Large Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,401.33
6002644,Treron calvus,Treron calvus,African Green-pigeon,0,0,0,0,0,0,80,0,10,10,0,0,30,0,50,20,0,0,197.53
6002645,Treron sanctithomae,Treron sanctithomae,Sao Tome Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,205.65
6002647,Treron australis,Treron australis,Madagascar Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,20,20,60,0,0,229
6002648,Treron apicauda,Treron apicauda,Pin-tailed Green-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,20,0,50,30,0,0,217.19
6002661,Ptilinopus fischeri,Ptilinopus fischeri,Red-eared Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,177
6002664,Ptilinopus subgularis,Ptilinopus subgularis,Maroon-chinned Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,142
6002666,Ptilinopus magnificus,Ptilinopus magnificus,Wompoo Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,185.41
6002667,Ptilinopus perlatus,Ptilinopus perlatus,Pink-spotted Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,210
6002672,Ptilinopus superbus,Ptilinopus superbus,Superb Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,118
6002675,Ptilinopus coronulatus,Ptilinopus coronulatus,Coroneted Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,76.6
6002676,Ptilinopus pulchellus,Ptilinopus pulchellus,Beautiful Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0,0,70
6002697,Ptilinopus iozonus,Ptilinopus iozonus,Orange-bellied Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,114
6002700,Ptilinopus melanospilus,Ptilinopus melanospilus,Black-naped Fruit-dove,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,92
6002711,Ducula forsteni,Ducula forsteni,White-bellied Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,80,0,10,10,0,0,509.99
6002713,Ducula radiata,Ducula radiata,Grey-headed Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,295
6002715,Ducula aenea,Ducula aenea,Green Imperial-pigeon,0,0,0,0,0,0,90,0,0,10,0,0,0,0,20,80,0,0,545
6002729,Ducula rufigaster,Ducula rufigaster,Purple-tailed Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,30,70,0,0,436
6002736,Ducula pinon,Ducula pinon,Pinon Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,756
6002739,Ducula zoeae,Ducula zoeae,Banded Imperial-pigeon,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,80,0,0,568
6002740,Ducula badia,Ducula badia,Mountain Imperial-pigeon,0,0,0,0,0,0,90,0,0,10,0,0,0,33,33,33,0,0,485.99
6002758,Eurypyga helias,Eurypyga helias,Sunbittern,40,0,30,30,0,0,0,0,0,0,0,50,50,0,0,0,0,0,210
6002803,Psophia crepitans,Psophia crepitans,Grey-winged Trumpeter,10,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,0,1026
6002804,Psophia leucoptera,Psophia leucoptera,Pale-winged Trumpeter,10,0,0,0,0,0,90,0,0,0,0,0,70,30,0,0,0,0,1315.58
6002809,Sarothrura pulchra,Sarothrura pulchra,White-spotted Flufftail,70,0,10,0,0,0,0,0,10,10,0,20,80,0,0,0,0,0,45.2
6002839,Laterallus albigularis,Laterallus albigularis,White-throated Crake,40,0,0,0,0,0,0,0,30,30,0,20,80,0,0,0,0,0,47.29
6002853,Gallirallus torquatus,Gallirallus torquatus,Barred Rail,50,0,10,0,0,0,10,0,10,20,0,0,100,0,0,0,0,0,280
6002884,Aramides cajaneus,Aramides cajanea,Grey-necked Wood-rail,50,0,20,0,0,0,10,0,10,10,0,50,50,0,0,0,0,0,397
6002887,Aramides saracura,Aramides saracura,Slaty-breasted Wood-rail,70,10,10,0,0,0,10,0,0,0,0,30,70,0,0,0,0,0,540
6003327,Aviceda jerdoni,Aviceda jerdoni,Jerdon's Baza,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,363
6003328,Aviceda subcristata,Aviceda subcristata,Pacific Baza,40,10,40,0,0,0,10,0,0,0,0,0,0,0,30,70,0,0,322.65
6003330,Leptodon cayanensis,Leptodon cayanensis,Grey-headed Kite,50,20,30,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,474
6003332,Henicopernis longicauda,Henicopernis longicauda,Long-tailed Honey-buzzard,60,20,20,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,571.23
6003339,Elanoides forficatus,Elanoides forficatus,American Swallow-tailed Kite,70,0,20,0,0,0,10,0,0,0,0,0,0,50,50,0,0,0,416.24
6003349,Harpagus bidentatus,Harpagus bidentatus,Double-toothed Kite,80,0,20,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,215.25
6003352,Ictinia plumbea,Ictinia plumbea,Plumbeous Kite,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,249.9
6003357,Haliastur sphenurus,Haliastur sphenurus,Whistling Kite,10,10,10,10,0,60,0,0,0,0,0,0,100,0,0,0,0,0,752.99
6003358,Haliastur indus,Haliastur indus,Brahminy Kite,10,20,10,10,0,50,0,0,0,0,0,10,50,0,0,10,30,0,529
6003390,Spilornis cheela,Spilornis cheela,Crested Serpent-eagle,10,20,60,10,0,0,0,0,0,0,0,0,50,0,25,25,0,0,597.74
6003394,Spilornis rufipectus,Spilornis rufipectus,Sulawesi Serpent-eagle,10,20,60,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,938.66
6003412,Polyboroides typus,Polyboroides typus,African Harrier-hawk,20,40,20,0,0,0,20,0,0,0,0,0,10,30,30,30,0,0,633.24
6003425,Accipiter badius,Accipiter badius,Shikra,10,30,60,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,131.15
6003430,Accipiter trinotatus,Accipiter trinotatus,Spot-tailed Goshawk,20,10,70,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,146
6003431,Accipiter novaehollandiae,Accipiter novaehollandiae,Grey Goshawk,30,40,30,0,0,0,0,0,0,0,0,0,50,0,30,20,0,0,326.06
6003440,Accipiter poliocephalus,Accipiter poliocephalus,Grey-headed Goshawk,20,0,80,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,214.76
6003442,Accipiter superciliosus,Accipiter superciliosus,Tiny Hawk,0,80,20,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,99.51
6003445,Accipiter minullus,Accipiter minullus,Little Sparrowhawk,20,60,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,87.43
6003447,Accipiter virgatus,Accipiter virgatus,Besra,20,60,20,0,0,0,0,0,0,0,0,0,50,0,30,20,0,0,116.99
6003448,Accipiter nanus,Accipiter nanus,Small Sparrowhawk,70,30,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,332.94
6003464,Accipiter melanoleucus,Accipiter melanoleucus,Black Goshawk,0,90,10,0,0,0,0,0,0,0,0,0,10,30,40,20,0,0,698.99
6003476,Geranospiza caerulescens,Geranospiza caerulescens,Crane Hawk,30,30,40,0,0,0,0,0,0,0,0,0,20,30,50,0,0,0,302.5
6003483,Leucopternis semiplumbeus,Leucopternis semiplumbeus,Semiplumbeous Hawk,10,10,80,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,285.04
6003484,Leucopternis albicollis,Leucopternis albicollis,White Hawk,20,30,30,20,0,0,0,0,0,0,0,0,100,0,0,0,0,0,703.7
6003490,Buteogallus urubitinga,Buteogallus urubitinga,Great Black-hawk,20,20,30,10,0,10,10,0,0,0,0,0,40,10,10,40,0,0,1152.87
6003499,Buteo magnirostris,Buteo magnirostris,Roadside Hawk,40,30,30,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,269
6003504,Buteo brachyurus,Buteo brachyurus,Short-tailed Hawk,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,496.01
6003511,Buteo albonotatus,Buteo albonotatus,Zone-tailed Hawk,0,70,30,0,0,0,0,0,0,0,0,0,50,20,30,0,0,0,745.92
6003527,Harpyopsis novaeguineae,Harpyopsis novaeguineae,New Guinea Eagle,0,80,20,0,0,0,0,0,0,0,0,0,40,10,10,30,10,0,1959.59
6003529,Ictinaetus malayensis,Ictinaetus malayensis,Black Eagle,20,50,30,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,1028
6003536,Aquila gurneyi,Aquila gurneyi,Gurney's Eagle,0,100,0,0,0,0,0,0,0,0,0,0,30,20,20,30,0,0,3059.99
6003555,Nisaetus lanceolatus,Nisaetus lanceolatus,Sulawesi Hawk-eagle,0,80,20,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,1391.37
6003557,Nisaetus nanus,Nisaetus nanus,Wallace's Hawk-eagle,0,80,20,0,0,0,0,0,0,0,0,0,40,20,20,20,0,0,557.76
6003558,Spizaetus tyrannus,Spizaetus tyrannus,Black Hawk-eagle,0,60,40,0,0,0,0,0,0,0,0,0,20,20,30,20,10,0,1007.11
6003560,Stephanoaetus coronatus,Stephanoaetus coronatus,Crowned Hawk-eagle,0,90,10,0,0,0,0,0,0,0,0,0,40,20,20,20,0,0,3640
6003563,Daptrius ater,Daptrius ater,Black Caracara,10,20,20,20,0,20,10,0,0,0,0,0,20,20,40,20,0,0,351.75
6003564,Ibycter americanus,Ibycter americanus,Red-throated Caracara,100,0,0,0,0,0,0,0,0,0,0,0,10,20,50,20,0,0,624
6003571,Milvago chimachima,Milvago chimachima,Yellow-headed Caracara,20,10,20,20,0,20,10,0,0,0,0,0,100,0,0,0,0,0,315.21
