TaxonID,Scientific Name,Scientific_name_database,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,Nocturnal,BodyMass-Value,Body_length_HBW,Body_mass_HBW,Breeding_HBW,Movement_patt_HBW
600864,Selenidera maculirostris,Selenidera maculirostris,Spot-billed Toucanet,20,0,0,0,0,0,80,0,0,0,0,0,0,20,40,40,0,0,164,35,165,N,Not a Migrant
600866,Ramphastos sulfuratus,Ramphastos sulfuratus,Keel-billed Toucan,20,10,10,0,0,0,60,0,0,0,0,0,0,0,60,40,0,0,409.69,48.5,412.5,N,Not a Migrant
600867,Ramphastos brevis,Ramphastos brevis,Choco Toucan,20,0,0,0,0,0,80,0,0,0,0,0,0,0,20,80,0,0,412,17.25,423.5,N,Not a Migrant
600871,Ramphastos dicolorus,Ramphastos dicolorus,Red-breasted Toucan,10,10,0,0,0,0,80,0,0,0,0,0,20,0,0,80,0,0,331,45,332.5,N,Altitudinal Migrant
600872,Ramphastos swainsonii,Ramphastos swainsonii,Chestnut-mandibled Toucan,20,10,10,0,0,0,60,0,0,0,0,0,0,10,30,60,0,0,651.68,54.5,672.5,N,Not a Migrant
600884,Galbula albirostris,Galbula albirostris,Yellow-billed Jacamar,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,22.1,19.5,20,N,Not a Migrant
600886,Galbula ruficauda,Galbula ruficauda,Rufous-tailed Jacamar,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,26.5,22,23,N,Not a Migrant
600887,Galbula galbula,Galbula galbula,Green-tailed Jacamar,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,23,20,23.5,N,Not a Migrant
600892,Galbula leucogastra,Galbula leucogastra,Bronzy Jacamar,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,15.9,20.5,16.5,N,Not a Migrant
600893,Galbula dea,Galbula dea,Paradise Jacamar,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0,0,27.4,29.75,28.75,N,Not a Migrant
600894,Jacamerops aureus,Jacamerops aureus,Great Jacamar,90,0,10,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,62.9,27.5,66.5,N,Not a Migrant
600897,Notharchus ordii,Notharchus ordii,Brown-banded Puffbird,100,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,52.8,20,51.5,N,Not a Migrant
600900,Bucco tamatia,Bucco tamatia,Spotted Puffbird,90,0,10,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,35.5,18.25,37.5,N,Not a Migrant
600908,Malacoptila fusca,Malacoptila fusca,White-chested Puffbird,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,45.4,18.5,42,N,Not a Migrant
600912,Malacoptila rufa,Malacoptila rufa,Rufous-necked Puffbird,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,47.52,18,40,N,Not a Migrant
600913,Malacoptila panamensis,Malacoptila panamensis,White-whiskered Puffbird,70,0,30,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,42.6,19.5,39.5,N,Not a Migrant
600914,Malacoptila mystacalis,Malacoptila mystacalis,Moustached Puffbird,90,0,10,0,0,0,0,0,0,0,0,0,30,40,30,0,0,0,49,21.5,48.5,N,Not a Migrant
600915,Micromonacha lanceolata,Micromonacha lanceolata,Lanceolated Monklet,80,0,0,0,0,0,20,0,0,0,0,0,33,33,33,0,0,0,19.8,14,20.5,N,Not a Migrant
600916,Nonnula rubecula,Nonnula rubecula,Rusty-breasted Nunlet,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,18.4,15,18.5,N,Not a Migrant
600918,Nonnula brunnea,Nonnula brunnea,Brown Nunlet,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,14.5,14.5,17,N,Not a Migrant
600920,Nonnula ruficapilla,Nonnula ruficapilla,Rufous-capped Nunlet,100,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,22,16.75,18,N,Not a Migrant
600923,Monasa atra,Monasa atra,Black Nunbird,80,0,20,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,90.4,27,89,N,Not a Migrant
600924,Monasa nigrifrons,Monasa nigrifrons,Black-fronted Nunbird,70,0,30,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,80.7,27.5,83,N,Not a Migrant
600925,Monasa morphoeus,Monasa morphoeus,White-fronted Nunbird,80,0,10,0,0,0,10,0,0,0,0,0,33,33,33,0,0,0,87.9,25,82.75,N,Not a Migrant
600927,Chelidoptera tenebrosa,Chelidoptera tenebrosa,Swallow-wing,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,0,35.9,14.5,35.75,N,Not a Migrant
600937,Tockus alboterminatus,Tockus alboterminatus,Crowned Hornbill,40,10,10,0,0,0,40,0,0,0,0,0,20,10,10,60,0,0,223.65,50,238,N,Not a Migrant
600944,Ocyceros gingalensis,Ocyceros gingalensis,Sri Lanka Grey Hornbill,10,0,10,0,0,0,80,0,0,0,0,0,30,10,50,10,0,0,238,45,238,N,Altitudinal Migrant
600947,Anthracoceros albirostris,Anthracoceros albirostris,Oriental Pied Hornbill,20,10,10,0,0,0,60,0,0,0,0,0,40,20,30,10,0,0,892.89,57.5,758.25,N,Not a Migrant
600948,Anthracoceros malayanus,Anthracoceros malayanus,Black Hornbill,20,0,0,0,0,0,80,0,0,0,0,0,20,20,60,0,0,0,1050,NA,NA,NA,NA
600949,Anthracoceros marchei,Anthracoceros marchei,Palawan Hornbill,10,0,10,0,0,0,80,0,0,0,0,0,20,30,30,20,0,0,750,55,750,N,Not a Migrant
600951,Buceros rhinoceros,Buceros rhinoceros,Rhinoceros Hornbill,10,10,10,0,0,0,70,0,0,0,0,0,20,0,10,70,0,0,2371.58,NA,NA,NA,NA
600952,Buceros bicornis,Buceros bicornis,Great Hornbill,20,10,10,0,0,0,60,0,0,0,0,0,10,0,0,90,0,0,2790.79,100,2876.25,N,Not a Migrant
600954,Rhinoplax vigil,Rhinoplax vigil,Helmeted Hornbill,0,20,20,0,0,0,60,0,0,0,0,0,10,20,20,50,0,0,2887.64,NA,NA,NA,NA
600956,Anorrhinus galeritus,Anorrhinus galeritus,Bushy-crested Hornbill,20,0,20,0,0,0,60,0,0,0,0,0,10,30,50,10,0,0,1172,NA,NA,NA,NA
600962,Penelopides exarhatus,Penelopides exarhatus,Sulawesi Hornbill,20,0,0,0,0,0,80,0,0,0,0,0,10,20,60,10,0,0,370,45,370,N,Not a Migrant
600965,Aceros corrugatus,Aceros corrugatus,Wrinkled Hornbill,10,0,0,0,0,0,90,0,0,0,0,0,10,0,10,80,0,0,1590,NA,NA,NA,NA
600968,Aceros cassidix,Aceros cassidix,Knobbed Hornbill,0,0,0,0,0,0,100,0,0,0,0,0,10,0,20,70,0,0,2360,75,2430,N,Not a Migrant
600969,Aceros undulatus,Aceros undulatus,Wreathed Hornbill,10,0,0,0,0,0,90,0,0,0,0,0,30,0,0,70,0,0,2214.55,NA,NA,NA,NA
600973,Aceros plicatus,Aceros plicatus,Papuan Hornbill,20,0,0,0,0,0,80,0,0,0,0,0,30,10,10,50,0,0,1703.76,75,1672.5,N,Not a Migrant
600977,Bycanistes subcylindricus,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,20,0,10,0,0,0,70,0,0,0,0,0,20,20,10,50,0,0,1195.4,65,1213.25,N,Not a Migrant
600984,Upupa epops,Upupa epops,Eurasian Hoopoe,80,0,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,66.93,25.5,56.83333333,N,Full Migrant
600986,Phoeniculus purpureus,Phoeniculus purpureus,Green Woodhoopoe,90,0,10,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,73.21,46.25,70,N,Not a Migrant
600989,Phoeniculus bollei,Phoeniculus bollei,White-headed Woodhoopoe,80,0,0,0,0,0,10,0,10,0,0,0,0,20,30,50,0,0,54.6,32.75,56.5,N,Not a Migrant
600990,Phoeniculus castaneiceps,Phoeniculus castaneiceps,Forest Woodhoopoe,70,0,0,0,0,0,20,0,10,0,0,0,0,0,20,80,0,0,24.4,27,23.75,N,Not a Migrant
600994,Apaloderma narina,Apaloderma narina,Narina Trogon,90,0,10,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,67.69,31,73,N,Altitudinal Migrant
600996,Apaloderma vittatum,Apaloderma vittatum,Bar-tailed Trogon,100,0,0,0,0,0,0,0,0,0,0,0,10,0,50,40,0,0,55,29,55,N,Not a Migrant
600997,Pharomachrus mocinno,Pharomachrus mocinno,Resplendent Quetzal,20,0,10,0,0,0,70,0,0,0,0,0,10,0,70,20,0,0,202.46,38,195,N,Altitudinal Migrant
600998,Pharomachrus antisianus,Pharomachrus antisianus,Crested Quetzal,10,0,10,0,0,0,80,0,0,0,0,0,10,0,60,30,0,0,152.05,33.5,182.6666667,N,Altitudinal Migrant
6001000,Pharomachrus auriceps,Pharomachrus auriceps,Golden-headed Quetzal,0,0,0,0,0,0,100,0,0,0,0,0,0,20,60,20,0,0,180,34.5,182.6666667,N,Not a Migrant
6001001,Pharomachrus pavoninus,Pharomachrus pavoninus,Pavonine Quetzal,10,0,0,0,0,0,90,0,0,0,0,0,0,0,60,40,0,0,163,33.5,158,N,Not a Migrant
6001005,Trogon massena,Trogon massena,Slaty-tailed Trogon,20,0,10,0,0,0,70,0,0,0,0,0,0,0,50,50,0,0,141,34,141,N,Not a Migrant
6001007,Trogon clathratus,Trogon clathratus,Lattice-tailed Trogon,20,0,10,0,0,0,70,0,0,0,0,0,0,10,70,20,0,0,130,30,130,N,Altitudinal Migrant
6001009,Trogon bairdii,Trogon bairdii,Baird's Trogon,40,0,0,0,0,0,60,0,0,0,0,0,10,20,30,40,0,0,94.4,26.5,94.5,N,Not a Migrant
6001011,Trogon citreolus,Trogon citreolus,Citreoline Trogon,50,0,0,0,0,0,50,0,0,0,0,0,10,10,50,30,0,0,79,27,76.17391304,N,Not a Migrant
6001013,Trogon mexicanus,Trogon mexicanus,Mountain Trogon,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,71,30,69,N,Not a Migrant
6001015,Trogon collaris,Trogon collaris,Collared Trogon,60,0,0,0,0,0,40,0,0,0,0,0,0,30,70,0,0,0,65.43,27,55.5,N,Not a Migrant
6001017,Trogon personatus,Trogon personatus,Masked Trogon,50,0,0,0,0,0,50,0,0,0,0,0,0,0,70,30,0,0,63.39,25,64,N,Not a Migrant
6001018,Trogon rufus,Trogon rufus,Black-throated Trogon,60,0,0,0,0,0,40,0,0,0,0,0,10,60,30,0,0,0,53.8,24,52.5,N,Not a Migrant
6001020,Trogon curucui,Trogon curucui,Blue-crowned Trogon,80,0,0,0,0,0,20,0,0,0,0,0,10,30,30,30,0,0,54,24,51,N,Not a Migrant
6001023,Harpactes fasciatus,Harpactes fasciatus,Malabar Trogon,80,0,0,0,0,0,10,0,0,10,0,0,0,0,100,0,0,0,62,29.5,63,N,Not a Migrant
6001024,Harpactes kasumba,Harpactes kasumba,Red-naped Trogon,100,0,0,0,0,0,0,0,0,0,0,0,0,20,70,10,0,0,96.89,NA,NA,NA,NA
6001025,Harpactes diardii,Harpactes diardii,Diard's Trogon,70,0,0,0,0,0,30,0,0,0,0,0,10,40,50,0,0,0,98.3,NA,NA,NA,NA
6001028,Harpactes orrhophaeus,Harpactes orrhophaeus,Cinnamon-rumped Trogon,100,0,0,0,0,0,0,0,0,0,0,0,10,60,30,0,0,0,52.8,NA,NA,NA,NA
6001031,Harpactes erythrocephalus,Harpactes erythrocephalus,Red-headed Trogon,70,0,0,0,0,0,10,0,10,10,0,0,0,10,60,30,0,0,80.29,33,92.5,N,Not a Migrant
6001039,Coracias temminckii,Coracias temminckii,Purple-winged Roller,70,0,30,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,153.67,35,154,N,Not a Migrant
6001043,Eurystomus orientalis,Eurystomus orientalis,Asian Dollarbird,100,0,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10,0,143.02,29.5,170.7,N,Full Migrant
6001052,Aspatha gularis,Aspatha gularis,Blue-throated Motmot,70,0,0,0,0,0,30,0,0,0,0,0,10,10,80,0,0,0,62.7,26.75,61.65,N,Not a Migrant
6001053,Electron platyrhynchum,Electron platyrhynchum,Broad-billed Motmot,80,0,20,0,0,0,0,0,0,0,0,0,30,10,50,0,10,0,73,35,61,N,Not a Migrant
6001056,Baryphthengus martii,Baryphthengus martii,Rufous Motmot,30,0,10,10,0,0,50,0,0,0,0,0,40,20,30,10,0,0,165.02,45.5,173.5,N,Not a Migrant
6001057,Baryphthengus ruficapillus,Baryphthengus ruficapillus,Rufous-capped Motmot,60,10,10,0,0,0,20,0,0,0,0,0,50,20,30,0,0,0,141.65,42,145.5,N,Not a Migrant
6001066,Alcedo atthis,Alcedo atthis,Common Kingfisher,30,0,0,70,0,0,0,0,0,0,100,0,0,0,0,0,0,0,31.09,16,32.33333333,N,Full Migrant
6001069,Alcedo meninting,Alcedo meninting,Blue-eared Kingfisher,40,0,0,60,0,0,0,0,0,0,80,10,0,10,0,0,0,0,20.42,NA,NA,NA,NA
6001070,Alcedo azurea,Alcedo azurea,Azure Kingfisher,20,0,0,80,0,0,0,0,0,0,70,10,10,10,0,0,0,0,34.9,18,31.75,N,Not a Migrant
6001072,Alcedo euryzona,Alcedo euryzona,Blue-banded Kingfisher,30,0,10,60,0,0,0,0,0,0,70,0,30,0,0,0,0,0,43.08,NA,NA,NA,NA
6001081,Alcedo pusilla,Alcedo pusilla,Little Kingfisher,60,0,0,40,0,0,0,0,0,0,80,20,0,0,0,0,0,0,13.3,11,38.5,N,Not a Migrant
6001082,Ceyx lepidus,Ceyx lepidus,Variable Kingfisher,90,0,10,0,0,0,0,0,0,0,0,0,60,30,10,0,0,0,21.32,14,17.25,N,Not a Migrant
6001083,Ceyx erithaca,Ceyx erithaca,Black-backed Kingfisher,80,0,10,10,0,0,0,0,0,0,0,30,40,30,0,0,0,0,17.79,14,16.375,N,Full Migrant
6001088,Ceyx pictus,Ceyx pictus,African Pygmy-kingfisher,80,0,20,0,0,0,0,0,0,0,0,20,20,60,0,0,0,0,12.72,12,12.75,N,Full Migrant
6001090,Lacedo pulchella,Lacedo pulchella,Banded Kingfisher,80,0,10,10,0,0,0,0,0,0,10,0,60,10,20,0,0,0,47.27,NA,NA,NA,NA
6001094,Dacelo gaudichaud,Dacelo gaudichaud,Rufous-bellied Kookaburra,60,20,20,0,0,0,0,0,0,0,0,0,10,10,60,20,0,0,143,29.5,144.75,N,Not a Migrant
6001102,Halcyon smyrnensis,Halcyon smyrnensis,White-throated Kingfisher,30,0,30,40,0,0,0,0,0,0,40,20,40,0,0,0,0,0,91.4,27.5,84.78571429,N,Not a Migrant
6001106,Halcyon senegalensis,Halcyon senegalensis,Woodland Kingfisher,90,0,0,0,10,0,0,0,0,0,0,10,60,10,20,0,0,0,73.44,23,60.16666667,N,Full Migrant
6001108,Halcyon malimbica,Halcyon malimbica,Blue-breasted Kingfisher,70,10,10,10,0,0,0,0,0,0,0,0,80,10,10,0,0,0,91.8,25,98.75,N,Not a Migrant
6001123,Todiramphus chloris,Todiramphus chloris,Collared Kingfisher,80,0,10,10,0,0,0,0,0,0,10,30,40,20,0,0,0,0,66.09,24,73.75,N,Not a Migrant
6001127,Todiramphus sanctus,Todiramphus sanctus,Sacred Kingfisher,70,10,10,10,0,0,0,0,0,0,0,0,40,30,20,0,10,0,52.96,22,43.25,N,Full Migrant
6001134,Melidora macrorrhina,Melidora macrorrhina,Hook-billed Kingfisher,60,0,40,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,97,27,98.75,N,Not a Migrant
6001136,Actenoides concretus,Actenoides concretus,Rufous-collared Kingfisher,60,0,20,20,0,0,0,0,0,0,0,20,80,0,0,0,0,0,73.47,NA,NA,NA,NA
6001141,Syma torotoro,Syma torotoro,Yellow-billed Kingfisher,70,0,30,0,0,0,0,0,0,0,0,0,70,0,20,0,10,0,37.7,20,41,N,Not a Migrant
6001144,Tanysiptera galatea,Tanysiptera galatea,Common Paradise-kingfisher,80,0,20,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,50,38,60.83333333,N,Not a Migrant
6001148,Tanysiptera nympha,Tanysiptera nympha,Red-breasted Paradise-kingfisher,100,0,0,0,0,0,0,0,0,0,0,0,50,40,10,0,0,0,57,32.5,53.66666667,N,Not a Migrant
6001149,Tanysiptera danae,Tanysiptera danae,Brown-headed Paradise-kingfisher,100,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,43.48,29,43.75,N,Not a Migrant
6001154,Megaceryle torquata,Megaceryle torquata,Ringed Kingfisher,20,0,20,60,0,0,0,0,0,0,90,0,10,0,0,0,0,0,317,40,295.75,N,Full Migrant
6001156,Chloroceryle amazona,Chloroceryle amazona,Amazon Kingfisher,50,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,126.38,30,121,N,Not a Migrant
6001158,Chloroceryle inda,Chloroceryle inda,Green-and-rufous Kingfisher,40,0,0,60,0,0,0,0,0,0,90,10,0,0,0,0,0,0,52.1,24,53.75,N,Not a Migrant
6001159,Chloroceryle aenea,Chloroceryle aenea,American Pygmy Kingfisher,20,0,0,80,0,0,0,0,0,0,90,10,0,0,0,0,0,0,13.75,13,13.5,N,Not a Migrant
6001160,Nyctyornis amictus,Nyctyornis amictus,Red-bearded Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,20,0,71.89,NA,NA,NA,NA
6001161,Nyctyornis athertoni,Nyctyornis athertoni,Blue-bearded Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,84.23,33,84.75,N,Not a Migrant
6001167,Merops pusillus,Merops pusillus,Little Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,15.1,16.5,16,N,Not a Migrant
6001173,Merops albicollis,Merops albicollis,White-throated Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,20,70,10,0,0,0,25.9,20,26,N,Full Migrant
6001176,Merops viridis,Merops viridis,Blue-throated Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,10,30,60,0,0,0,34.8,NA,NA,NA,NA
6001179,Merops philippinus,Merops philippinus,Blue-tailed Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,0,40,50,0,10,0,34,29,36,N,Full Migrant
6001180,Merops ornatus,Merops ornatus,Rainbow Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,29.5,20,26.5,N,Full Migrant
6001182,Merops leschenaulti,Merops leschenaulti,Chestnut-headed Bee-eater,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,27.2,20,28,N,Full Migrant
6001186,Colius striatus,Colius striatus,Speckled Mousebird,0,0,0,0,0,0,70,10,0,20,0,0,20,20,50,10,0,0,51.1,33,58,Y,Not a Migrant
6001197,Cuculus crassirostris,Cuculus crassirostris,Sulawesi Hawk-cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,20,20,40,20,0,0,82.08,34,92.55,N,Altitudinal Migrant
6001199,Cuculus varius,Cuculus varius,Common Hawk-cuckoo,80,0,10,0,0,0,10,0,0,0,0,0,0,0,60,40,0,0,103,33,104,N,Full Migrant
6001202,Cuculus solitarius,Cuculus solitarius,Red-chested Cuckoo,80,0,10,0,0,0,10,0,0,0,0,0,50,30,20,0,0,0,76.73,31,75,N,Full Migrant
6001203,Cuculus clamosus,Cuculus clamosus,Black Cuckoo,90,10,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,78.8,31,90.55,N,Full Migrant
6001204,Cuculus micropterus,Cuculus micropterus,Indian Cuckoo,80,0,0,0,0,0,20,0,0,0,0,0,20,0,20,60,0,0,88.75,32.5,119,N,Full Migrant
6001211,Cercococcyx mechowi,Cercococcyx mechowi,Dusky Long-tailed Cuckoo,80,0,0,0,0,0,0,0,20,0,0,0,20,20,40,20,0,0,55.6,32.5,55,N,Not a Migrant
6001214,Cacomantis sonneratii,Cacomantis sonneratii,Banded Bay Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,20,30,40,10,0,0,33.8,NA,NA,NA,NA
6001216,Cacomantis merulinus,Cacomantis merulinus,Plaintive Cuckoo,80,0,0,0,0,0,20,0,0,0,0,0,0,0,40,60,0,0,25.3,20.75,25.75,N,Full Migrant
6001217,Cacomantis sepulcralis,Cacomantis sepulcralis,Rusty-breasted Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,35.75,24.5,34,N,Not a Migrant
6001218,Cacomantis variolosus,Cacomantis variolosus,Brush Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,35.75,24.5,34,N,Not a Migrant
6001223,Chrysococcyx minutillus,Chrysococcyx minutillus,Little Bronze-cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,18.6,16,17.35,N,Full Migrant
6001224,Chrysococcyx russatus,Chrysococcyx russatus,Gould's Bronze-cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,18.6,16,17.35,N,Full Migrant
6001227,Chrysococcyx lucidus,Chrysococcyx lucidus,Shining Bronze-cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,20,10,50,20,0,0,24.44,17,23,N,Full Migrant
6001232,Chrysococcyx xanthorhynchus,Chrysococcyx xanthorhynchus,Violet Cuckoo,80,0,0,0,0,0,20,0,0,0,0,0,0,40,40,20,0,0,22.37,NA,NA,NA,NA
6001235,Chrysococcyx klaas,Chrysococcyx klaas,Klaas's Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,27.37,18,26,N,Full Migrant
6001236,Chrysococcyx cupreus,Chrysococcyx cupreus,African Emerald Cuckoo,80,10,0,0,0,0,0,0,10,0,0,0,0,0,20,80,0,0,37.7,20,38,N,Full Migrant
6001237,Chrysococcyx caprius,Chrysococcyx caprius,Didric Cuckoo,80,10,0,0,0,0,0,0,10,0,0,0,20,10,10,60,0,0,32.79,19,32,N,Full Migrant
6001239,Surniculus lugubris,Surniculus lugubris,Drongo Cuckoo,80,0,0,0,0,0,0,0,20,0,0,0,0,0,20,80,0,0,29.7,24.5,34.8,N,Full Migrant
6001241,Eudynamys scolopaceus,Eudynamys scolopaceus,Asian Koel,10,0,0,0,0,0,80,10,0,0,0,0,0,0,20,80,0,0,194.92,42.5,200.8,N,Full Migrant
6001242,Eudynamys melanorhynchus,Eudynamys melanorhynchus,Black-billed Koel,10,0,0,0,0,0,80,10,0,0,0,0,0,0,20,80,0,0,194.92,42.5,213.6875,N,Full Migrant
6001245,Scythrops novaehollandiae,Scythrops novaehollandiae,Channel-billed Cuckoo,30,0,0,0,0,10,60,0,0,0,0,0,20,20,30,30,0,0,683.99,60,613.5,N,Full Migrant
6001246,Ceuthmochares aereus,Ceuthmochares aereus,Yellowbill,60,0,10,0,0,0,10,0,10,10,0,0,0,20,60,20,0,0,65.8,33,65,N,Not a Migrant
6001249,Phaenicophaeus tristis,Phaenicophaeus tristis,Green-billed Malkoha,80,0,20,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,117,50,115,N,Not a Migrant
6001252,Phaenicophaeus chlorophaeus,Phaenicophaeus chlorophaeus,Raffles's Malkoha,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,51.21,NA,NA,NA,NA
6001253,Phaenicophaeus javanicus,Phaenicophaeus javanicus,Red-billed Malkoha,100,0,0,0,0,0,0,0,0,0,0,0,20,20,40,20,0,0,109,NA,NA,NA,NA
6001254,Phaenicophaeus calyorhynchus,Phaenicophaeus calyorhynchus,Yellow-billed Malkoha,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,111.35,53,139.36,N,Not a Migrant
6001255,Phaenicophaeus curvirostris,Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,60,20,20,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,154,NA,NA,NA,NA
6001256,Phaenicophaeus pyrrhocephalus,Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0,0,111.35,43.5,139.36,N,Not a Migrant
6001259,Carpococcyx radiatus,Carpococcyx radiatus,Bornean Ground-cuckoo,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0,0,495.68,NA,NA,NA,NA
6001274,Centropus menbeki,Centropus menbeki,Greater Black Coucal,30,30,40,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,519,63.5,442,N,Not a Migrant
6001276,Centropus phasianinus,Centropus phasianinus,Pheasant Coucal,70,20,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,381.98,66.5,334.25,N,Not a Migrant
6001278,Centropus bernsteini,Centropus bernsteini,Lesser Black Coucal,80,10,10,0,0,0,0,0,0,0,0,0,40,30,20,10,0,0,162.11,49,160,N,Not a Migrant
6001282,Centropus sinensis,Centropus sinensis,Greater Coucal,30,30,0,0,0,0,20,0,20,0,0,0,70,30,0,0,0,0,280.7,49.5,250,N,Not a Migrant
6001288,Centropus bengalensis,Centropus bengalensis,Lesser Coucal,80,0,10,0,0,0,10,0,0,0,0,0,90,10,0,0,0,0,148.91,34.25,120,N,Not a Migrant
6001289,Centropus chlororhynchus,Centropus chlororhynchus,Green-billed Coucal,100,0,0,0,0,0,0,0,0,0,0,0,50,20,20,10,0,0,244.36,44.5,220.98,N,Not a Migrant
6001296,Centropus superciliosus,Centropus superciliosus,White-browed Coucal,50,30,20,0,0,0,0,0,0,0,0,0,50,30,20,0,0,0,148.45,39,170,N,Not a Migrant
6001299,Centropus celebensis,Centropus celebensis,Bay Coucal,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,244.36,47,220.98,N,Not a Migrant
6001305,Coccyzus euleri,Coccyzus euleri,Pearly-breasted Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,50,30,20,0,0,0,52.3,28,61,N,Full Migrant
6001308,Coccyzus melacoryphus,Coccyzus melacoryphus,Dark-billed Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,50,30,20,0,0,0,49.71,26.75,53.125,N,Full Migrant
6001312,Piaya cayana,Piaya cayana,Squirrel Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,101.98,73.975,114.6666667,N,Not a Migrant
6001313,Piaya melanogaster,Piaya melanogaster,Black-bellied Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,102.82,38,102,N,Not a Migrant
6001314,Coccycua minuta,Coccycua minuta,Little Cuckoo,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,39.3,25,40,N,Not a Migrant
6001320,Crotophaga major,Crotophaga major,Greater Ani,40,0,20,0,0,0,30,0,10,0,0,0,30,20,20,30,0,0,148.25,46,153.5,N,Full Migrant
6001321,Crotophaga ani,Crotophaga ani,Smooth-billed Ani,40,20,20,0,0,0,10,0,10,0,0,0,40,30,30,0,0,0,110.09,35,124.5,N,Not a Migrant
6001322,Crotophaga sulcirostris,Crotophaga sulcirostris,Groove-billed Ani,60,0,20,0,0,0,10,0,10,0,0,0,90,10,0,0,0,0,82.04,32,75,N,Nomadic
6001330,Neomorphus geoffroyi,Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,50,0,30,0,0,10,0,0,10,0,0,0,100,0,0,0,0,0,355.03,50,344.5,N,Not a Migrant
